,laptops,prices,ratings,votes
174,"Apple MacBook Air 13.3"" (Intel Core i5 1.8 GHz/ 128GB SSD/ 8GB RAM) - French","$1,200.89",80.0,(3)
175,"Apple MacBook Pro with Touch Bar 13.3"" - Space Grey (Intel Core i5 2.3GHz/512GB/8GB RAM) - English","$2,650.89",97.4,(117)
176,"Dell i7579 15.6"" Touchscreen Laptop-Grey (Intel Core i5-7200U/256GB SSD/8GB DDR4 RAM/Win10)-Open Box","$1,000.89",20.0,(1)
177,"Dell 15.6"" Laptop - Black (Intel Core i5-8300H/1TB HDD/8GB RAM/Windows 10) - English","$1,030.89",70.0,(2)
178,"Acer Aspire ES 15.6"" Laptop - Black (Intel Pentium N4200/ 1TB HDD/ 8GB RAM/ Windows 10) - Open Box",$500.89,40.0,(4)
179,"Dell i3552 15.6"" Laptop (Intel Pentium Processor N3710/1TB HDD/8GB DDR3 RAM/Windows 10) - Open Box",$450.89,64.0,(10)
180,"Microsoft Surface 2 13.5"" Touchscreen Laptop - Cobalt Blue (Intel Core i7/256GB SSD/8GB RAM)-English","$1,750.89",80.0,(1)
181,"Apple MacBook 12"" w/ Retina - Gold (Intel Core m3 1.2GHz / 256GB SSD / 8GB RAM) - English","$1,730.89",100.0,(1)
182,"Apple MacBook 12"" Laptop w/ Retina (Intel Core i5 1.3GHz / 512GB SSD / 8GB RAM) - Space Grey - Eng","$2,000.89",98.6,(15)
183,"Apple MacBook Pro with Touch Bar 13.3"" - Silver (Intel Core i5 2.3GHz/512GB/8GB RAM) - English","$2,650.89",95.0,(4)
184,"HP Pavilion x360 14"" 2-in-1 Laptop - Silver (Intel Core i5-7200U/256GB SSD/8GB RAM/Win10) - Open Box",$950.89,60.0,(4)
185,"Dell Inspiron 17.3"" Laptop - Foggy Night (Intel Core i7-7500U/1TB HDD/8GB RAM/Windows 10) - Open Box","$1,100.89",33.4,(3)
186,"Apple MacBook Pro with Touch Bar 13.3"" - Silver (Intel Core i5 2.3GHz/256GB/8GB RAM) - English","$2,400.89",97.8,(62)
187,"Dell Latitude E6530 15.6"", Intel Core i7-3520M 2.9GHz, 8G RAM, 360G SSD, DVD-RW, Windows 10 Professional (EN/FR)-Refurbished",$519.99,80.0,(1)
188,"Apple MacBook 12"" Laptop w/ Retina (Intel Core m3 1.2GHz / 256GB SSD / 8GB RAM) - Silver - English","$1,730.89",98.0,(10)
189,"ASUS ZenBook 14"" Laptop - Grey (Intel Core i5-7200U/ 256GB SSD/ 8GB RAM/ Windows 10) - Open Box",$950.89,86.6,(3)
190,"Dell 15.6"" Laptop - Black (Intel Core i5-8300H/1TB HDD/128GB SSD/8GB RAM/Windows 10) - English","$1,400.89",20.0,(1)
191,Dell Latitude E7440 i7 4600U 2.1Ghz DDR3L 8GB RAM 256GB SSD 14.0W TOUCHSCREEN WINDOWS 10 HOME PREMIUM WEBCAM - Refurbished,$679.99,80.0,(1)
192,"Dell Latitude 7000 7480 14"" LCD Notebook - Intel Core i7 (7th Gen) i7-7600U Dual-core (2 Core) 2.80 GHz - 8GB DDR4 SDRAM -","$1,944.99",60.0,(1)
193,"Dell i5559-3333SLV 15.6"" Touchscreen Laptop, Intel Core i7-6500U, 8GB RAM, 1TB HDD, Windows 10, Silver, English",$850.89,20.0,(1)
194,"Dell Latitude E6430 Laptop Intel Core i5 3320m 2.6GHz 8GB RAM 320GB HDD Win 10 Pro 14.0"" LCD WiFi AC New Battery Refurbished",$349.99,80.0,(1)
195,"Apple MacBook 12"" Laptop w/ Retina (Intel Core i5 1.3GHz / 512GB SSD / 8GB RAM) - Silver - English","$2,000.89",60.0,(2)
196,ASUS Notebook UX461UA-DS51T 14.0inch Core i5-8250U 8GB 256GB Intel HD Windows 10 TOUCH Grey Retail,"$1,621.62",93.4,(6)
197,"Dell XPS 13.3"" Convertible Laptop - Silver (Intel Core i7-7Y75/256GB SSD/8GB RAM/Win 10) - Open Box","$1,800.89",80.0,(2)
198,"Apple MacBook Pro 13.3"" Laptop (Intel Core i5 2.3GHz / 128GB SSD / 8GB RAM) - Silver - French","$1,730.89",100.0,(1)
199,"Lenovo ThinkPad T430: Core i5 3rd Gen 3320M 2.60 GHz, 8 GB RAM, 320 GB HDD, 14.0"", Windows 7 Pro 64 - Certified Refurbished",$379.00,20.0,(1)
200,LENOVO X220 I7 2640M 2.8 GHZ 8GB 320GB 12.5W WIN 10 HOME BT WEBCAM 1YR Warranty - Refurbished,$399.99,60.0,(1)
201,"HP Spectre13.3"" Touchscreen LCD Notebook -Intel i7-8550U (1.80 GHz) -8GB LPDDR3 -256GB SSD 1920x1080 -(IPS)(2SP67UA#ABL)","$1,869.99",20.0,(1)
202,"Acer Aspire 5 17.3"" Laptop - Black (Intel Core i5-8250U/1TB HDD/12GB RAM/Windows 10)",$730.89,71.4,(23)
203,"HP OMEN 15.6"" Gaming Laptop (Intel Core i7-8750H/128GB SSD/1TB HDD/12GB RAM/GeForce GTX 1050 Ti)-Eng","$1,500.89",90.0,(4)
204,"Acer Nitro 5 15.6"" Gaming Laptop (Intel Core i5-8300H/1TB HDD/128GB SSD/12GB RAM/NVIDIA GTX 1050)","$1,200.89",82.4,(17)
205,"HP ENVY 17.3"" Touchscreen Laptop - Silver (Intel Core i7-8550U/1TB HDD/12GB RAM/Windows 10)","$1,500.89",100.0,(1)
206,"ASUS 15.6"" Gaming Laptop - Black (Intel Core i7-8750H/1TB SSHD/12GB RAM/NVIDIA GTX 1050/Windows 10)","$1,300.89",52.0,(5)
207,"Lenovo Yoga C930 13.9"" Touchscreen 2-in-1 Laptop (Intel Core i7-8550U/256GB SSD/12GB RAM) - English","$1,900.89",94.2,(14)
208,"HP OMEN 15.6"" Gaming Laptop - Black (Intel Core i7 8750H/1TB HDD/128GB SSD/12GB RAM/GTX 1060)","$1,600.88",100.0,(1)
209,"Acer Predator 17.3"" Gaming Laptop (Intel Core i7-8750H/1TB HDD/128GB SSD/12GB RAM/NVIDIA GeForce GTX 1050 Ti)","$1,500.89",80.0,(4)
210,"HP OMEN 17.3"" Gaming Laptop (Intel Core i7-8750H/128GB SSD/1TB HDD/12GB RAM/GeForce GTX 1060) - Eng","$2,000.89",50.0,(2)
211,"ASUS FX53 15.6"" Gaming Laptop - Black/Red (Intel Core i5-7300HQ/1TB HDD/12GB RAM/Win 10) - Open Box",$950.89,41.6,(13)
212,"ASUS X-Series 15.6"" Laptop - Black (AMD Quad Core A10-9600P/1TB HDD/12GB RAM/Windows 10) - Open Box",$550.89,63.4,(23)
213,"ASUS ROG Strix GL553 15.6"" Gaming Laptop(Intel Core i7-7700HQ/1TB HDD/12GB RAM/Windows 10)- Open Box","$1,250.89",36.0,(5)
214,"Dell 15.6"" Touchscreen 2-in-1 Laptop (Intel Core i7-8550U/512GB SSD/16GB RAM/Windows 10) - English","$1,100.88",91.2,(36)
215,"Dell G7 15.6"" Gaming Laptop (Intel Core i7-8750H/1TB HDD/128GB SSD/16GB RAM/NVIDIA GeForce GTX 1060)","$1,700.89",72.4,(13)
216,"HP OMEN 15.6"" Gaming Laptop (Intel Core i7-8750H/1TB HDD/128GB SSD/16GB RAM/NVIDIA GeForce GTX 1060)","$1,700.89",86.6,(3)
217,"HP x360 15.6"" Touchscreen 2-in-1 Laptop - Silver (Intel Core i7-8565U/512GB SSD/16GB RAM/Windows 10)","$1,900.89",62.8,(7)
218,"ASUS ZenBook Flip S 13.3"" 2-in-1 Laptop - Royal Blue (Intel Core i7-8550U/512GB SSD/16GB RAM/Win10)","$1,700.89",70.0,(10)
219,"ASUS ZenBook 14"" Laptop - Grey (Intel Core i5-8250U / 512 GB SSD / 16GB RAM / Windows 10)","$1,400.89",76.6,(12)
220,"ASUS 17.3"" Gaming Laptop (Intel Core i7-8750H/1TB SSHD/128GB SSD/16GB RAM/NVIDIA GTX 1050Ti/Win 10)","$1,600.89",54.0,(10)
221,"ASUS ZenBook 14"" Laptop - Grey (Intel Core i5-8250U / 512 GB SSD / 16GB RAM / Windows 10) - Open Box","$1,100.89",100.0,(3)
222,"ASUS 15.6"" Gaming Laptop (Intel Core i7-8750H/1TB HDD/256GB SSD/16GB RAM/NVIDIA GTX1060/Windows 10)","$2,000.89",77.6,(8)
223,"ASUS ZenBook S 13.3"" Touchscreen Laptop - Blue (Intel Core i7-8550U/512GB SSD/16GB RAM) - English","$1,800.89",90.0,(2)
224,"Apple MacBook Pro with Touch Bar 15.4"" - Space Grey (Intel Core i7 2.2GHz/256GB/16GB RAM) - English","$3,200.89",96.4,(281)
225,"HP x360 13.3"" Touchscreen 2-in-1 Laptop - Silver (Intel Core i7-8565U/512GB SSD/16GB RAM/Windows 10)","$1,900.89",100.0,(2)
226,"ASUS ZenBook 14"" Laptop - Dark Royal Blue (Intel Core i7-8565U/512GB SSD/16GB RAM) - English","$1,500.89",66.6,(3)
227,"Dell 15.6"" Touchscreen Laptop - Silver (Intel Core i7-8550U/2TB HDD/16GB RAM/Windows 10) - English","$1,200.88",93.4,(6)
228,"Apple MacBook Pro with Touch Bar 15.4"" - Space Grey (Intel Core i7 2.6GHz/512GB/16GB RAM) - English","$3,700.89",96.0,(157)
229,"ASUS ROG Zephyrus GX501 15.6"" Gaming Laptop (Intel Core i7-7700HQ/512GB SSD/16GB RAM/Win10)","$3,500.85",90.0,(2)
230,"Acer Predator 15.6"" Gaming Laptop (Intel Core i7-8750H/1TB HDD/256GB SSD/16GB RAM/GTX 1060/Win 10)","$1,700.89",100.0,(1)
231,"Alienware 17.3"" Gaming Laptop (Intel Core i7-8750H/1TB HDD/128GB SSD/16GB RAM/NVIDIA GTX 1070) - En","$2,800.89",73.4,(3)
232,"ASUS TUF 15.6"" Gaming Laptop (Intel Core i7-8750H/1TB HDD/256 SSD/16GB RAM/NVIDIA GTX 1050Ti/Win 10)","$1,500.89",20.0,(1)
233,"ASUS VivoBook 15.6"" Laptop - Gold (Intel Core i5-8250U/512GB SSD/16GB RAM/Windows 10)","$1,300.89",90.0,(4)
234,"Alienware 15.6"" Gaming Laptop (Intel Core i7-8750H/1TB HDD/256GB SSD/16GB RAM/NVIDIA GTX 1060) - En","$2,500.89",100.0,(1)
235,"Dell G3 17.3"" Gaming Laptop (Intel Core i7-8750H/1TB HDD/128GB SSD/16GB RAM/NVIDIA GeForce GTX 1050)","$1,600.89",20.0,(1)
236,"Apple MacBook Pro 15.4"" Laptop w/ Touch Bar (Intel Core i7 2.8GHz/256GB SSD/16GB RAM)-Space Grey-Eng","$2,200.87",96.6,(825)
237,"Dell XPS 13.3"" Touchscreen Laptop - Silver (Intel Core i7 8550U/512GB SSD/16GB RAM/Windows 10) - Eng","$2,000.88",94.2,(7)
238,"Microsoft Surface Book 2 15"" 2-in-1 Laptop - Silver (Intel Core i7-8650U/256GB HDD/16GB RAM)-English","$3,200.89",94.8,(117)
239,"ASUS Zenbook 14"" 2-in-1 Laptop - Grey (Intel Core i5-8250U/512GB SSD/16GB RAM/Windows 10)","$1,400.89",90.0,(2)
240,"Refurbished Lenovo W540 i7-4800MQ @ 2.7GHz, 16GB, 256GB SSD, 15.6in Win 10 Pro",$625.99,100.0,(2)
241,"Dell 17.3"" Laptop - Silver (Intel Core i7-8550U/2TB HDD/16GB RAM/Windows 10) - English","$1,300.89",88.8,(9)
242,"Microsoft Surface Book 2 15"" 2-in-1 Laptop - Silver (Intel Core i7-8650U/1TB HDD/16GB RAM)-English","$4,200.89",100.0,(1)
243,"Dell XPS 13.3"" Touchscreen Laptop - Silver (Intel Core i7 8550U/1TB SSD/16GB RAM/Windows 10) - Eng","$2,250.88",85.8,(7)
244,"HP Zbook 15 G2, Core i7 Quad Core, 16GB RAM, 256GB SSD, 1920 x 1080, K1100M 2GB, Win 10 Pro, 1 Yr Warranty, Refurbished",$749.99,100.0,(1)
245,"Lenovo Yoga C930 13.9"" Touchscreen 2-in-1 Laptop (Intel Core i7-8550U/512GB SSD/16GB RAM) - English","$2,300.89",91.0,(11)
246,"Microsoft Surface Book 2 13.5"" 2-in-1 Laptop (Intel Core i7-8650U/ 512GB SSD/ 16GB RAM) - English","$3,250.89",96.6,(94)
247,"Acer Aspire 15.6"" Gaming Laptop (Intel Core i7-8750H/1TB HDD/256GB SSD/16GB RAM/NVIDIA GTX 1050 Ti)","$1,500.89",33.4,(3)
248,"Microsoft Surface Book 2 13.5"" 2-in-1 Laptop (Intel Core i7-8650U/ 1TB SSD/ 16GB RAM) - English","$3,850.89",94.0,(10)
249,"Asus ROG 15.6"" Gaming Laptop (Intel Core i7/1TB HDD/256GB SSD/16GB RAM/NVIDIA GTX1070) - English","$2,500.89",100.0,(2)
250,"GIGABYTE AERO 15.6"" Gaming Laptop (Intel Core i7-8750H/512GB SSD/16GB RAM/NVIDIA GeForce GTX 1070)","$3,200.89",86.6,(3)
251,"Microsoft Surface 2 13.5"" Touchscreen Laptop - Black (Intel Core i7/512GB SSD/16GB RAM) - English","$2,550.89",90.0,(2)
252,"MSI Leopard GP73 8RE-081CA 17.3"" Gaming Laptop 2.2 GHz Core i7-8750H ( GP73 8RE-081CA LEOPARD0","$1,880.39",100.0,(2)
253,"Google Pixelbook 12.3"" Chromebook - Silver (Intel 7th Gen i7/512GB NVMe/16GB RAM/Chrome OS)-Eng","$2,100.89",88.6,(7)
254,"Microsoft Surface Book with Performance Base 13.5"" Laptop (Intel Core i7/512GB SSD/16GB RAM) - Eng","$2,200.87",60.0,(1)
255,"ASUS ROG GL503VM 15.6"" Laptop - Dragon Scale (Intel Core i7-7700HQ/1TB SSHD+256 SSD/16 GB RAM)","$1,994.88",100.0,(3)
256,"ASUS 17.3"" Gaming Laptop - Black (Core i7-8750H/1TB SSHD/256GB SSD/16GB/NVIDIA GTX 1050Ti/Win 10) w/FREE Backpack Bundle","$1,841.89",100.0,(1)
257,"Dell 15.6"" Touchscreen Laptop - Silver (Intel Core i7-8550U/512GB SSD/16GB RAM/Windows 10) - English","$1,800.89",50.0,(2)
258,"Microsoft Surface Book 2 15"" 2-in-1 Laptop - Silver (Intel Core i7-8650U/512GB HDD/16GB RAM)-Eng","$3,700.89",97.6,(41)
259,"Acer Nitro 5 15.6"" Laptop, i7-7700HQ, 16GB DDR4, 256GB SSD, Windows 10 Home","$1,695.00",100.0,(1)
260,"Apple MacBook Pro with Touch Bar 15.4"" - Silver (Intel Core i7 2.6GHz/512GB/16GB RAM) - English","$3,700.89",93.4,(9)
261,"Microsoft Surface 2 13.5"" Touchscreen Laptop - Burgundy (Intel Core i7/512GB SSD/16GB RAM) - English","$2,550.89",100.0,(1)
262,"ASUS 15.6"" Gaming Laptop (Intel Core i7-8750H/1TB HDD/256GB SSD/16GB RAM/GTX 1070)-English- Open Box","$2,700.89",20.0,(1)
263,"Lenovo W541, Intel Core i7 Quad Core, Nvidia K1100M 2 GB, 16 GB RAM, 240GB SSD, Win 10, 1 Year Warranty, Refurbished",$949.00,40.0,(1)
264,"Apple MacBook Pro with Touch Bar 15.4"" - Silver (Intel Core i7 2.2GHz/256GB/16GB RAM) - English","$3,200.89",97.2,(35)
265,"Lenovo Chromebook N42 - 14"", 4GB, 16GB, Chrome OS",$326.99,80.0,(4)
266,"Apple MacBook Pro 15.4"" Laptop w/ Touch Bar (Intel Core i7 2.8GHz/256GB SSD/16GB RAM)(2017 Model)-EN-Open Box","$3,000.89",100.0,(1)
267,"Microsoft Surface Book 2 15"" 2-in-1 Laptop - Silver (Intel Core i7-8650U/1TB HDD/16GB RAM) - French","$4,200.89",80.0,(1)
268,"HP OMEN X 17-ap000 17-ap010nr 17.3"" LCD Notebook - Intel Core i7 (7th Gen) i7-7700HQ Quad-core (4 Core) 2.80 GHz - 16GB DDR4","$3,284.54",96.6,(6)
269,"ASUS ROG GL502VM 15.6"" Gaming Laptop (Intel Core i7-6700HQ/1TB HDD+128GB SSD/16GB RAM) - Open Box","$1,800.89",100.0,(1)
270,"DELL PRECISION M4800 I7 2.7 GHZ 16GB 1TB 15.6"" 2GB AMD DVD/RW WEBCAM WIN 10 PRO 1YR - REFURBISHED",$769.99,20.0,(1)
271,"Lenovo N42-20 80VJ0000US 14"" Touchscreen (Twisted nematic (TN)) Chromebook - Intel Celeron N3060 (2 Core) 1.60 GHz",$388.39,60.0,(4)
272,"HP Chromebook 11 G5 11.6"" Touchscreen (In-plane Switching (IPS) Technology) Chromebook - Intel Celeron N3050 Dual-core (2",$430.89,80.0,(4)
273,"HP ProBook 430 G5 13.3"" LCD Notebook - Intel Core i7 (8th Gen) i7-8550U Quad-core (4 Core) 1.80 GHz - 16GB DDR4 SDRAM - 256GB","$1,803.20",80.0,(2)
274,HP EliteBook x360 G2 13.3in Laptop (Intel Core i7-7600U / 512GB / 16GB RAM / Windows 10 Pro 64) - 1BT00UT#ABA,"$2,303.99",20.0,(1)
275,"DELL Latitude E6330 Notebook Business 13"" Laptop Core i5 3320M 16GB RAM 1TB HDD DVD Windows 10 Professional - Refurbished",$469.99,80.0,(1)
276,Eurocom Tornado F5 15.6” Gaming Laptop - (Intel Core i7-6700k /Nvidia GTX 1070/120GB SSD/ 1TB HDD /16 GB RAM / Windows 10),"$2,119.99",20.0,(1)
277,"Dell XPS 15.6"" Touchscreen Laptop - Silver (Intel Core i7 8750H/1TB SSD/32GB RAM/Windows 10) - Eng","$2,950.89",100.0,(2)
278,Eurocom X9C Mobile Supercomputer (Intel Core i7-8086k/2 xNVidia GTX1080 SLI/4K /2 x1TB SSD RAID 0/4TB SSD/64GB/802.11ac/Win10),"$9,489.00",56.4,(11)
